"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","296","Can delete user","","Mon Mar 16 04:28:24 UTC 2026","passed","Mon Mar 16 04:28:24 UTC 2026","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canDeleteUserTest"
"","397","Returns Optional.empty() if search artist by unknown name","","Mon Mar 16 04:28:08 UTC 2026","passed","Mon Mar 16 04:28:09 UTC 2026","","[API] Artists tests","org.rococo.tests.tests.api.ArtistApiTest","canGetEmptyArtistByUnknownNameTest"
"","19","Returns Optional.empty() if search painting by unknown id","","Mon Mar 16 04:28:30 UTC 2026","passed","Mon Mar 16 04:28:30 UTC 2026","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canGetEmptyPaintingByUnknownIdTest"
"","779","Can delete painting","","Mon Mar 16 04:28:14 UTC 2026","passed","Mon Mar 16 04:28:15 UTC 2026","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canDeletePaintingTest"
"","196","Can create user","","Mon Mar 16 04:28:32 UTC 2026","passed","Mon Mar 16 04:28:32 UTC 2026","","[GRPC] Users tests","org.rococo.tests.tests.fake.grpc.UserGrpcTest","canCreateUserTest"
"","173","Can get artist by id","","Mon Mar 16 04:28:19 UTC 2026","passed","Mon Mar 16 04:28:20 UTC 2026","","[DB] Artists tests","org.rococo.tests.tests.fake.db.ArtistDbTest","canGetArtistByIdTest"
"","72","Should throw CountryNotFoundException if update museum with unknown country","","Mon Mar 16 04:28:27 UTC 2026","passed","Mon Mar 16 04:28:27 UTC 2026","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","shouldThrowCountryNotFoundExceptionIfCreateMuseumWithUnknownCountryTest"
"","1399","Can update artist","","Mon Mar 16 04:28:07 UTC 2026","passed","Mon Mar 16 04:28:09 UTC 2026","","[API] Artists tests","org.rococo.tests.tests.api.ArtistApiTest","canUpdateArtistTest"
"","275","Can update user","","Mon Mar 16 04:28:25 UTC 2026","passed","Mon Mar 16 04:28:25 UTC 2026","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canUpdateUserTest"
"","355","Can not update museum name to exist","","Mon Mar 16 04:28:21 UTC 2026","passed","Mon Mar 16 04:28:21 UTC 2026","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canNotUpdateMuseumNameToExistTest"
"","565","Can not create painting with unknown artist","","Mon Mar 16 04:28:14 UTC 2026","passed","Mon Mar 16 04:28:14 UTC 2026","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canNotCreatePaintingWithUnknownArtistTest"
"","340","Can get user by username","","Mon Mar 16 04:28:24 UTC 2026","passed","Mon Mar 16 04:28:24 UTC 2026","","[DB] Users tests","org.rococo.tests.tests.fake.db.UserDbTest","canGetUserByUsername"
"","6","Throws exception if CountryCode = EMPTY","","Mon Mar 16 04:28:27 UTC 2026","passed","Mon Mar 16 04:28:27 UTC 2026","","[GRPC] Countries tests","org.rococo.tests.tests.fake.grpc.CountryGrpcTest","shouldThrowExceptionIfCountryCodeIsEmptyTest"
"","638","Can not create painting with unknown museum","","Mon Mar 16 04:28:13 UTC 2026","passed","Mon Mar 16 04:28:14 UTC 2026","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canNotCreatePaintingWithUnknownMuseumTest"
"","60","Returns Optional.empty() if search painting by unknown id","","Mon Mar 16 04:28:15 UTC 2026","passed","Mon Mar 16 04:28:15 UTC 2026","","[API] Paintings tests","org.rococo.tests.tests.api.PaintingApiTest","canGetEmptyPaintingByUnknownIdTest"
"","652","Can get painting by title","","Mon Mar 16 04:28:31 UTC 2026","passed","Mon Mar 16 04:28:31 UTC 2026","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canGetPaintingByTitle"
"","212","Should returns BAD_REQUEST if password and confirmPassword mismatch","","Mon Mar 16 04:28:17 UTC 2026","passed","Mon Mar 16 04:28:17 UTC 2026","","[API] Registration tests","org.rococo.tests.tests.api.RegistrationApiTests","shouldReturnBadRequestIfPasswordAndConfirmPasswordMismatchTest"
"","174","Should produce user into Kafka","","Mon Mar 16 04:28:33 UTC 2026","passed","Mon Mar 16 04:28:33 UTC 2026","","[Kafka] Users tests","org.rococo.tests.tests.fake.kafka.AuthKafkaTest","userShouldBeProducedToKafkaTest"
"","387","Can get museum by id","","Mon Mar 16 04:28:11 UTC 2026","passed","Mon Mar 16 04:28:11 UTC 2026","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","canGetMuseumByIdTest"
"","865","Can not update museum if country not found","","Mon Mar 16 04:28:10 UTC 2026","passed","Mon Mar 16 04:28:11 UTC 2026","","[API] Museums tests","org.rococo.tests.tests.api.MuseumApiTest","canNotUpdateMuseumIfCountryNotExistsTest"
