"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","115","Should throw CountryNotFoundException if update museum with unknown country","","Mon Mar 09 23:01:02 UTC 2026","passed","Mon Mar 09 23:01:02 UTC 2026","","[GRPC] Museums tests","org.rococo.tests.tests.fake.grpc.MuseumGrpcTest","shouldThrowCountryNotFoundExceptionIfCreateMuseumWithUnknownCountryTest"
"","105","Returns Optional.empty() if search country by unknown id","","Mon Mar 09 23:00:43 UTC 2026","passed","Mon Mar 09 23:00:43 UTC 2026","","[API] Countries tests","org.rococo.tests.tests.api.CountryApiTest","canGetEmptyCountryByUnknownIdTest"
"","527","Can login user with valid data","","Mon Mar 09 23:00:43 UTC 2026","passed","Mon Mar 09 23:00:44 UTC 2026","","[API] Login tests","org.rococo.tests.tests.api.LoginApiTests","canLoginUserWithValidDataTest"
"","4167","Check errors displayed if password has invalid pattern Case: [password not contains uppercase symbols]","","Mon Mar 09 23:06:29 UTC 2026","passed","Mon Mar 09 23:06:33 UTC 2026","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldDisplayErrorsIfPasswordHasInvalidPatternTest"
"","762","Can not update painting name to exist","","Mon Mar 09 23:00:57 UTC 2026","passed","Mon Mar 09 23:00:57 UTC 2026","","[DB] Paintings tests","org.rococo.tests.tests.fake.db.PaintingDbTest","canNotUpdatePaintingNameToExistTest"
"","26","Returns Optional.empty() if search painting by unknown id","","Mon Mar 09 23:01:04 UTC 2026","passed","Mon Mar 09 23:01:04 UTC 2026","","[GRPC] Paintings tests","org.rococo.tests.tests.fake.grpc.PaintingGrpcTest","canGetEmptyPaintingByUnknownIdTest"
"","342","Can delete user","","Mon Mar 09 23:01:06 UTC 2026","passed","Mon Mar 09 23:01:06 UTC 2026","","[GRPC] Users tests","org.rococo.tests.tests.fake.grpc.UserGrpcTest","canDeleteUserTest"
"","160","Can delete museum","","Mon Mar 09 23:00:55 UTC 2026","passed","Mon Mar 09 23:00:55 UTC 2026","","[DB] Museums tests","org.rococo.tests.tests.fake.db.MuseumDbTest","canDeleteMuseumTest"
"","10976","Check errors visible on update artist form if fields have greater than max characters length Case: [min - 1]","","Mon Mar 09 23:01:49 UTC 2026","passed","Mon Mar 09 23:02:00 UTC 2026","","[WEB] Artists tests","org.rococo.tests.tests.web.ArtistsWebTest","shouldVisibleErrorsOnArtistUpdateFormIfArtistFieldsHaveGreaterThanMaxLengthTest"
"","3567","Check errors displayed if registration data has invalid length Case: [1]","","Mon Mar 09 23:06:49 UTC 2026","passed","Mon Mar 09 23:06:52 UTC 2026","","[WEB] Registration tests","org.rococo.tests.tests.web.RegistrationWebTests","shouldDisplayErrorsIfRegistrationDataLengthIsInvalidTest"
